iso_code,location,new_cases,new_deaths,total_cases,total_deaths,hospital_beds_per_thousand,life_expectancy,human_development_index,population,cases_per_million,deaths_per_million
IND,India,75809.0,1133.0,4280422.0,72775.0,0.53,69.66,0.645,1417173120.0,3020.394572541709,51.352229994314314
IND,India,89706.0,1115.0,4370128.0,73890.0,0.53,69.66,0.645,1417173120.0,3083.693825635078,52.13900754764527
IND,India,95735.0,1172.0,4465863.0,75062.0,0.53,69.66,0.645,1417173120.0,3151.247322557176,52.96600601625862
IND,India,96551.0,1209.0,4562414.0,76271.0,0.53,69.66,0.645,1417173120.0,3219.376613634896,53.819112798300885
IND,India,97570.0,1201.0,4659984.0,77472.0,0.53,69.66,0.645,1417173120.0,3288.22494177705,54.66657453960177
IND,India,94372.0,1114.0,4754356.0,78586.0,0.53,69.66,0.645,1417173120.0,3354.8166648828337,55.45264646284005
IND,India,92071.0,1136.0,4846427.0,79722.0,0.53,69.66,0.645,1417173120.0,3419.784733145376,56.25424224811715
IND,India,83809.0,1054.0,4930236.0,80776.0,0.53,69.66,0.645,1417173120.0,3478.92288558225,56.997976365795026
IND,India,90123.0,1290.0,5020359.0,82066.0,0.53,69.66,0.645,1417173120.0,3542.516386424264,57.908239185343845
IND,India,97894.0,1132.0,5118253.0,83198.0,0.53,69.66,0.645,1417173120.0,3611.593338716444,58.707012450250254
IND,India,96424.0,1174.0,5214677.0,84372.0,0.53,69.66,0.645,1417173120.0,3679.6330147723943,59.53542217904895
IND,India,93337.0,1247.0,5308014.0,85619.0,0.53,69.66,0.645,1417173120.0,3745.4944107322613,60.415342904612814
IND,India,92605.0,1133.0,5400619.0,86752.0,0.53,69.66,0.645,1417173120.0,3810.839285464291,61.21482179961189
IND,India,86961.0,1130.0,5487580.0,87882.0,0.53,69.66,0.645,1417173120.0,3872.201583953272,62.012183804332956
IND,India,75083.0,1053.0,5562663.0,88935.0,0.53,69.66,0.645,1417173120.0,3925.1824082014764,62.755212291918156
IND,India,83347.0,1085.0,5646010.0,90020.0,0.53,69.66,0.645,1417173120.0,3983.9945595355352,63.52082094246891
IND,India,86508.0,1129.0,5732518.0,91149.0,0.53,69.66,0.645,1417173120.0,4045.0372075925347,64.3174773170973
IND,India,86052.0,1141.0,5818570.0,92290.0,0.53,69.66,0.645,1417173120.0,4105.758088327275,65.12260125283777
IND,India,85362.0,1089.0,5903932.0,93379.0,0.53,69.66,0.645,1417173120.0,4165.992084298071,65.89103242375921
IND,India,88600.0,1124.0,5992532.0,94503.0,0.53,69.66,0.645,1417173120.0,4228.510910508943,66.68416064792423
IND,India,82170.0,1039.0,6074702.0,95542.0,0.53,69.66,0.645,1417173120.0,4286.492535223925,67.417310314212
IND,India,70589.0,776.0,6145291.0,96318.0,0.53,69.66,0.645,1417173120.0,4336.302257835655,67.96487926612664
IND,India,80472.0,1179.0,6225763.0,97497.0,0.53,69.66,0.645,1417173120.0,4393.085722653277,68.7968171453887
IND,India,86821.0,1181.0,6312584.0,98678.0,0.53,69.66,0.645,1417173120.0,4454.349232929284,69.63016628483611
IND,India,81484.0,1095.0,6394068.0,99773.0,0.53,69.66,0.645,1417173120.0,4511.846795400692,70.4028312363136
IND,India,79476.0,1069.0,6473544.0,100842.0,0.53,69.66,0.645,1417173120.0,4567.927452646011,71.15714980538158
IND,India,75829.0,940.0,6549373.0,101782.0,0.53,69.66,0.645,1417173120.0,4621.4346769433505,71.82044209249467
IND,India,74442.0,903.0,6623815.0,102685.0,0.53,69.66,0.645,1417173120.0,4673.963192302152,72.45762606617885
IND,India,61267.0,884.0,6685082.0,103569.0,0.53,69.66,0.645,1417173120.0,4717.195031189979,73.08140306810222
IND,India,72049.0,986.0,6757131.0,104555.0,0.53,69.66,0.645,1417173120.0,4768.0349737370125,73.7771543394783
IND,India,78524.0,971.0,6835655.0,105526.0,0.53,69.66,0.645,1417173120.0,4823.443871134106,74.46232115946427
IND,India,70496.0,964.0,6906151.0,106490.0,0.53,69.66,0.645,1417173120.0,4873.187970147218,75.14254856880153
IND,India,73272.0,926.0,6979423.0,107416.0,0.53,69.66,0.645,1417173120.0,4924.890898297591,75.79596203461719
IND,India,74383.0,918.0,7053806.0,108334.0,0.53,69.66,0.645,1417173120.0,4977.377781480925,76.44373045969148
IND,India,66732.0,816.0,7120538.0,109150.0,0.53,69.66,0.645,1417173120.0,5024.4658888252125,77.01952461531306
IND,India,55342.0,706.0,7175880.0,109856.0,0.53,69.66,0.645,1417173120.0,5063.51686941395,77.51769946074054
IND,India,63509.0,730.0,7239389.0,110586.0,0.53,69.66,0.645,1417173120.0,5108.330730969552,78.03280942839221
IND,India,67708.0,680.0,7307097.0,111266.0,0.53,69.66,0.645,1417173120.0,5156.107533284289,78.5126378914102
IND,India,63371.0,895.0,7370468.0,112161.0,0.53,69.66,0.645,1417173120.0,5200.824017887102,79.14417682435298
IND,India,62212.0,837.0,7432680.0,112998.0,0.53,69.66,0.645,1417173120.0,5244.722677212506,79.7347892119207
IND,India,61871.0,1033.0,7494551.0,114031.0,0.53,69.66,0.645,1417173120.0,5288.380716676308,80.46370509765244
IND,India,55722.0,579.0,7550273.0,114610.0,0.53,69.66,0.645,1417173120.0,5327.699836700262,80.87226492131039
IND,India,46790.0,587.0,7597063.0,115197.0,0.53,69.66,0.645,1417173120.0,5360.716268736454,81.28646978570974
IND,India,54044.0,717.0,7651107.0,115914.0,0.53,69.66,0.645,1417173120.0,5398.851341464901,81.79240656215664
IND,India,55839.0,702.0,7706946.0,116616.0,0.53,69.66,0.645,1417173120.0,5438.253020209698,82.28775888721344
IND,India,54366.0,690.0,7761312.0,117306.0,0.53,69.66,0.645,1417173120.0,5476.615305827985,82.77464365115816
IND,India,53370.0,650.0,7814682.0,117956.0,0.53,69.66,0.645,1417173120.0,5514.274783873971,83.23330321139593
IND,India,50129.0,578.0,7864811.0,118534.0,0.53,69.66,0.645,1417173120.0,5549.6473147896,83.64115740496122
IND,India,45148.0,480.0,7909959.0,119014.0,0.53,69.66,0.645,1417173120.0,5581.505102213624,83.97985984944451
IND,India,36470.0,488.0,7946429.0,119502.0,0.53,69.66,0.645,1417173120.0,5607.239431693426,84.32420733466918
IND,India,43893.0,508.0,7990322.0,120010.0,0.53,69.66,0.645,1417173120.0,5638.211653351144,84.68266742174731
IND,India,49881.0,517.0,8040203.0,120527.0,0.53,69.66,0.645,1417173120.0,5673.409188003791,85.04747817965952
IND,India,48648.0,563.0,8088851.0,121090.0,0.53,69.66,0.645,1417173120.0,5707.736680752172,85.4447479218347
IND,India,48268.0,551.0,8137119.0,121641.0,0.53,69.66,0.645,1417173120.0,5741.796034065337,85.8335501028978
IND,India,46963.0,470.0,8184082.0,122111.0,0.53,69.66,0.645,1417173120.0,5774.9345401075625,86.16519624645434
IND,India,45231.0,496.0,8229313.0,122607.0,0.53,69.66,0.645,1417173120.0,5806.850894829278,86.5151887724204
IND,India,38310.0,490.0,8267623.0,123097.0,0.53,69.66,0.645,1417173120.0,5833.8835836796,86.86094751783043
IND,India,46253.0,514.0,8313876.0,123611.0,0.53,69.66,0.645,1417173120.0,5866.521092356028,87.2236413854646
IND,India,50210.0,704.0,8364086.0,124315.0,0.53,69.66,0.645,1417173120.0,5901.950779309164,87.72040497070675
IND,India,47638.0,670.0,8411724.0,124985.0,0.53,69.66,0.645,1417173120.0,5935.565585663945,88.193177132798
IND,India,50356.0,577.0,8462080.0,125562.0,0.53,69.66,0.645,1417173120.0,5971.098294610611,88.60032569627062
IND,India,45674.0,559.0,8507754.0,126121.0,0.53,69.66,0.645,1417173120.0,6003.327243463382,88.9947729180751
IND,India,45903.0,490.0,8553657.0,126611.0,0.53,69.66,0.645,1417173120.0,6035.717781607374,89.34053166348512
IND,India,38073.0,448.0,8591730.0,127059.0,0.53,69.66,0.645,1417173120.0,6062.583236125732,89.65665394500286
IND,India,44281.0,512.0,8636011.0,127571.0,0.53,69.66,0.645,1417173120.0,6093.829242259407,90.01793655245169
IND,India,47905.0,550.0,8683916.0,128121.0,0.53,69.66,0.645,1417173120.0,6127.632451848932,90.40603310342212
IND,India,44879.0,547.0,8728795.0,128668.0,0.53,69.66,0.645,1417173120.0,6159.300424778025,90.79201276411452
IND,India,44684.0,520.0,8773479.0,129188.0,0.53,69.66,0.645,1417173120.0,6190.830799839048,91.15894041230474
IND,India,41100.0,447.0,8814579.0,129635.0,0.53,69.66,0.645,1417173120.0,6219.83219664793,91.4743570637298
IND,India,30548.0,435.0,8845127.0,130070.0,0.53,69.66,0.645,1417173120.0,6241.38778471892,91.78130615404278
IND,India,29163.0,449.0,8874290.0,130519.0,0.53,69.66,0.645,1417173120.0,6261.966075111557,92.09813406565318
IND,India,38617.0,474.0,8912907.0,130993.0,0.53,69.66,0.645,1417173120.0,6289.21539240033,92.43260272958042
IND,India,45576.0,585.0,8958483.0,131578.0,0.53,69.66,0.645,1417173120.0,6321.375189504018,92.84539633379443
IND,India,45882.0,584.0,9004365.0,132162.0,0.53,69.66,0.645,1417173120.0,6353.750909416063,93.25748430791575
IND,India,46232.0,564.0,9050597.0,132726.0,0.53,69.66,0.645,1417173120.0,6386.373599860545,93.6554596801836
IND,India,45209.0,501.0,9095806.0,133227.0,0.53,69.66,0.645,1417173120.0,6418.274430720221,94.00898035661302
IND,India,44059.0,511.0,9139865.0,133738.0,0.53,69.66,0.645,1417173120.0,6449.363786973323,94.3695573339692
IND,India,37975.0,480.0,9177840.0,134218.0,0.53,69.66,0.645,1417173120.0,6476.1600897426,94.70825977845247
IND,India,44376.0,481.0,9222216.0,134699.0,0.53,69.66,0.645,1417173120.0,6507.473130735079,95.04766785302843
IND,India,44489.0,524.0,9266705.0,135223.0,0.53,69.66,0.645,1417173120.0,6538.8659079280305,95.41741802158934
IND,India,43082.0,492.0,9309787.0,135715.0,0.53,69.66,0.645,1417173120.0,6569.265863580591,95.76458802718471
IND,India,41322.0,485.0,9351109.0,136200.0,0.53,69.66,0.645,1417173120.0,6598.423910270045,96.10681862213136
IND,India,41810.0,496.0,9392919.0,136696.0,0.53,69.66,0.645,1417173120.0,6627.926304444724,96.45681114809742
IND,India,38772.0,443.0,9431691.0,137139.0,0.53,69.66,0.645,1417173120.0,6655.284994397862,96.76940527915178
IND,India,31118.0,482.0,9462809.0,137621.0,0.53,69.66,0.645,1417173120.0,6677.242791621676,97.10951898382041
IND,India,36604.0,501.0,9499413.0,138122.0,0.53,69.66,0.645,1417173120.0,6703.071675533896,97.46303966024983
IND,India,35551.0,526.0,9534964.0,138648.0,0.53,69.66,0.645,1417173120.0,6728.157530958532,97.8342010889961
IND,India,36595.0,540.0,9571559.0,139188.0,0.53,69.66,0.645,1417173120.0,6753.980064199919,98.21524133903979
IND,India,36652.0,512.0,9608211.0,139700.0,0.53,69.66,0.645,1417173120.0,6779.842818356588,98.57652394648862
IND,India,36011.0,482.0,9644222.0,140182.0,0.53,69.66,0.645,1417173120.0,6805.253263623854,98.91663765115726
IND,India,32981.0,391.0,9677203.0,140573.0,0.53,69.66,0.645,1417173120.0,6828.525649710319,99.19253901739259
IND,India,26567.0,385.0,9703770.0,140958.0,0.53,69.66,0.645,1417173120.0,6847.272124382376,99.4642066030719
IND,India,32080.0,402.0,9735850.0,141360.0,0.53,69.66,0.645,1417173120.0,6869.908737755342,99.74786990032665
IND,India,31521.0,412.0,9767371.0,141772.0,0.53,69.66,0.645,1417173120.0,6892.150903906504,100.03858949850813
IND,India,29373.0,413.0,9796744.0,142185.0,0.53,69.66,0.645,1417173120.0,6912.877376618602,100.33001472678228
IND,India,30031.0,443.0,9826775.0,142628.0,0.53,69.66,0.645,1417173120.0,6934.06815393168,100.64260885783665
IND,India,30254.0,391.0,9857029.0,143019.0,0.53,69.66,0.645,1417173120.0,6955.416286755425,100.918510224072
IND,India,27071.0,336.0,9884100.0,143355.0,0.53,69.66,0.645,1417173120.0,6974.518398994189,101.15560193521029
IND,India,22065.0,354.0,9906165.0,143709.0,0.53,69.66,0.645,1417173120.0,6990.08812698903,101.40539498801671
IND,India,26382.0,387.0,9932547.0,144096.0,0.53,69.66,0.645,1417173120.0,7008.704060093943,101.67847383388136
IND,India,24010.0,355.0,9956557.0,144451.0,0.53,69.66,0.645,1417173120.0,7025.646238619033,101.92897251678045
IND,India,22890.0,338.0,9979447.0,144789.0,0.53,69.66,0.645,1417173120.0,7041.79811144033,102.16747548810409
IND,India,25152.0,347.0,10004599.0,145136.0,0.53,69.66,0.645,1417173120.0,7059.546119531254,102.4123291302618
IND,India,26624.0,341.0,10031223.0,145477.0,0.53,69.66,0.645,1417173120.0,7078.332815118593,102.65294899186347
IND,India,24337.0,333.0,10055560.0,145810.0,0.53,69.66,0.645,1417173120.0,7095.5057346839885,102.88792381272374
IND,India,19556.0,301.0,10075116.0,146111.0,0.53,69.66,0.645,1417173120.0,7109.305036776312,103.10031847061846
IND,India,23950.0,333.0,10099066.0,146444.0,0.53,69.66,0.645,1417173120.0,7126.204877495842,103.33529329147875
IND,India,24712.0,312.0,10123778.0,146756.0,0.53,69.66,0.645,1417173120.0,7143.64240834599,103.55544988039287
IND,India,23067.0,336.0,10146845.0,147092.0,0.53,69.66,0.645,1417173120.0,7159.91917769369,103.79254159153118
IND,India,22273.0,251.0,10169118.0,147343.0,0.53,69.66,0.645,1417173120.0,7175.635676747806,103.96965474479222
IND,India,18732.0,279.0,10187850.0,147622.0,0.53,69.66,0.645,1417173120.0,7188.853539643766,104.16652554064814
IND,India,20021.0,279.0,10207871.0,147901.0,0.53,69.66,0.645,1417173120.0,7202.980959729182,104.36339633650404
IND,India,16432.0,252.0,10224303.0,148153.0,0.53,69.66,0.645,1417173120.0,7214.575873411994,104.54121511985777
IND,India,20549.0,286.0,10244852.0,148439.0,0.53,69.66,0.645,1417173120.0,7229.075866186341,104.74302532636239
IND,India,21822.0,299.0,10266674.0,148738.0,0.53,69.66,0.645,1417173120.0,7244.474126068662,104.95400872407177
IND,India,20035.0,256.0,10286709.0,148994.0,0.53,69.66,0.645,1417173120.0,7258.611424975376,105.13465002779618
IND,India,19079.0,224.0,10305788.0,149218.0,0.53,69.66,0.645,1417173120.0,7272.074141513494,105.29271116855504
IND,India,18177.0,217.0,10323965.0,149435.0,0.53,69.66,0.645,1417173120.0,7284.90037970802,105.4458328986652
IND,India,16504.0,214.0,10340469.0,149649.0,0.53,69.66,0.645,1417173120.0,7296.546098757504,105.59683773849733
IND,India,16375.0,201.0,10356844.0,149850.0,0.53,69.66,0.645,1417173120.0,7308.100791525033,105.7386693871247
IND,India,18088.0,264.0,10374932.0,150114.0,0.53,69.66,0.645,1417173120.0,7320.864228641311,105.9249557315905
IND,India,20346.0,222.0,10395278.0,150336.0,0.53,69.66,0.645,1417173120.0,7335.220978506846,106.08160561216403
IND,India,18139.0,234.0,10413417.0,150570.0,0.53,69.66,0.645,1417173120.0,7348.020402757851,106.24672305384962
IND,India,0.0,0.0,10413417.0,150570.0,0.53,69.66,0.645,1417173120.0,7348.020402757851,106.24672305384962
IND,India,36867.0,429.0,10450284.0,150999.0,0.53,69.66,0.645,1417173120.0,7374.034867384445,106.54943836360655
IND,India,16311.0,161.0,10466595.0,151160.0,0.53,69.66,0.645,1417173120.0,7385.5443998260425,106.66304480852699
IND,India,12584.0,167.0,10479179.0,151327.0,0.53,69.66,0.645,1417173120.0,7394.424048912246,106.78088503400346
IND,India,15968.0,202.0,10495147.0,151529.0,0.53,69.66,0.645,1417173120.0,7405.691550232056,106.92342231272352
IND,India,16946.0,198.0,10512093.0,151727.0,0.53,69.66,0.645,1417173120.0,7417.649157782502,107.06313707107287
IND,India,15590.0,191.0,10527683.0,151918.0,0.53,69.66,0.645,1417173120.0,7428.649930927281,107.19791241877351
IND,India,15158.0,175.0,10542841.0,152093.0,0.53,69.66,0.645,1417173120.0,7439.345871872027,107.32139768499137
IND,India,15144.0,181.0,10557985.0,152274.0,0.53,69.66,0.645,1417173120.0,7450.031933995474,107.44911673176527
IND,India,13788.0,145.0,10571773.0,152419.0,0.53,69.66,0.645,1417173120.0,7459.761161713256,107.55143309520294
IND,India,10050.0,137.0,10581823.0,152556.0,0.53,69.66,0.645,1417173120.0,7466.852744144625,107.6481044178992
IND,India,13816.0,162.0,10595639.0,152718.0,0.53,69.66,0.645,1417173120.0,7476.601729505002,107.76241649291231
IND,India,15244.0,151.0,10610883.0,152869.0,0.53,69.66,0.645,1417173120.0,7487.358354637717,107.86896663690601
IND,India,14545.0,163.0,10625428.0,153032.0,0.53,69.66,0.645,1417173120.0,7497.621744335654,107.9839843420118
IND,India,14256.0,152.0,10639684.0,153184.0,0.53,69.66,0.645,1417173120.0,7507.681206936807,108.09124011609816
IND,India,14849.0,155.0,10654533.0,153339.0,0.53,69.66,0.645,1417173120.0,7518.159108182916,108.20061278046256
IND,India,13203.0,131.0,10667736.0,153470.0,0.53,69.66,0.645,1417173120.0,7527.475542296484,108.2930503226028
IND,India,9102.0,117.0,10676838.0,153587.0,0.53,69.66,0.645,1417173120.0,7533.898187399998,108.37560904344559
IND,India,12689.0,137.0,10689527.0,153724.0,0.53,69.66,0.645,1417173120.0,7542.851927645932,108.47228036614186
IND,India,11666.0,123.0,10701193.0,153847.0,0.53,69.66,0.645,1417173120.0,7551.083808307061,108.5590728675407
IND,India,18855.0,163.0,10720048.0,154010.0,0.53,69.66,0.645,1417173120.0,7564.38846370442,108.67409057264648
IND,India,13082.0,137.0,10733130.0,154147.0,0.53,69.66,0.645,1417173120.0,7573.619516576775,108.77076189534274
IND,India,13044.0,127.0,10746174.0,154274.0,0.53,69.66,0.645,1417173120.0,7582.8237555056085,108.86037691711229
IND,India,11436.0,118.0,10757610.0,154392.0,0.53,69.66,0.645,1417173120.0,7590.893341245423,108.94364126804776
IND,India,8635.0,94.0,10766245.0,154486.0,0.53,69.66,0.645,1417173120.0,7596.986457095658,109.00997049675907
IND,India,11039.0,110.0,10777284.0,154596.0,0.53,69.66,0.645,1417173120.0,7604.775907688681,109.08758980695316
IND,India,12899.0,107.0,10790183.0,154703.0,0.53,69.66,0.645,1417173120.0,7613.877830254077,109.16309222686922
IND,India,12408.0,120.0,10802591.0,154823.0,0.53,69.66,0.645,1417173120.0,7622.633288443969,109.24776783799004
IND,India,11713.0,95.0,10814304.0,154918.0,0.53,69.66,0.645,1417173120.0,7630.898333719454,109.31480269679402
IND,India,12059.0,78.0,10826363.0,154996.0,0.53,69.66,0.645,1417173120.0,7639.407527007004,109.36984184402256
IND,India,11831.0,84.0,10838194.0,155080.0,0.53,69.66,0.645,1417173120.0,7647.755836633424,109.42911477180714
IND,India,9110.0,78.0,10847304.0,155158.0,0.53,69.66,0.645,1417173120.0,7654.18412677768,109.48415391903566
IND,India,11067.0,94.0,10858371.0,155252.0,0.53,69.66,0.645,1417173120.0,7661.993335013298,109.55048314774697
IND,India,12923.0,108.0,10871294.0,155360.0,0.53,69.66,0.645,1417173120.0,7671.112192700917,109.62669119775572
IND,India,9309.0,87.0,10880603.0,155447.0,0.53,69.66,0.645,1417173120.0,7677.680903233615,109.68808101581831
IND,India,12143.0,103.0,10892746.0,155550.0,0.53,69.66,0.645,1417173120.0,7686.249369448949,109.76076091536368
IND,India,12194.0,92.0,10904940.0,155642.0,0.53,69.66,0.645,1417173120.0,7694.85382279901,109.82567888388964
IND,India,11649.0,90.0,10916589.0,155732.0,0.53,69.66,0.645,1417173120.0,7703.073707748564,109.88918559223026
IND,India,9121.0,81.0,10925710.0,155813.0,0.53,69.66,0.645,1417173120.0,7709.509759823839,109.9463416297368
IND,India,11610.0,100.0,10937320.0,155913.0,0.53,69.66,0.645,1417173120.0,7717.702125199778,110.01690463900417
IND,India,12881.0,101.0,10950201.0,156014.0,0.53,69.66,0.645,1417173120.0,7726.791346423505,110.08817327836418
IND,India,13193.0,97.0,10963394.0,156111.0,0.53,69.66,0.645,1417173120.0,7736.100724236147,110.15661939735351
IND,India,13993.0,101.0,10977387.0,156212.0,0.53,69.66,0.645,1417173120.0,7745.974606122927,110.22788803671354
IND,India,14264.0,90.0,10991651.0,156302.0,0.53,69.66,0.645,1417173120.0,7756.039713764822,110.29139474505415
IND,India,14199.0,83.0,11005850.0,156385.0,0.53,69.66,0.645,1417173120.0,7766.058955450693,110.34996204274606
IND,India,10584.0,78.0,11016434.0,156463.0,0.53,69.66,0.645,1417173120.0,7773.52734435155,110.40500118997458
IND,India,13742.0,104.0,11030176.0,156567.0,0.53,69.66,0.645,1417173120.0,7783.224113085069,110.47838671961263
IND,India,16738.0,138.0,11046914.0,156705.0,0.53,69.66,0.645,1417173120.0,7795.034949576238,110.57576367240158
IND,India,16577.0,120.0,11063491.0,156825.0,0.53,69.66,0.645,1417173120.0,7806.732179622487,110.6604392835224
IND,India,16488.0,113.0,11079979.0,156938.0,0.53,69.66,0.645,1417173120.0,7818.366608590488,110.7401754839945
IND,India,16752.0,113.0,11096731.0,157051.0,0.53,69.66,0.645,1417173120.0,7830.187323902954,110.8199116844666
IND,India,15510.0,106.0,11112241.0,157157.0,0.53,69.66,0.645,1417173120.0,7841.1316466403205,110.89470847429
IND,India,12286.0,91.0,11124527.0,157248.0,0.53,69.66,0.645,1417173120.0,7849.801017958906,110.95892081272329
IND,India,14989.0,98.0,11139516.0,157346.0,0.53,69.66,0.645,1417173120.0,7860.37770741799,111.02807256180529
IND,India,17407.0,89.0,11156923.0,157435.0,0.53,69.66,0.645,1417173120.0,7872.660610441158,111.09087364005323
IND,India,16838.0,113.0,11173761.0,157548.0,0.53,69.66,0.645,1417173120.0,7884.542009941594,111.17060984052534
IND,India,18284.0,108.0,11192045.0,157656.0,0.53,69.66,0.645,1417173120.0,7897.443750556036,111.24681789053407
IND,India,18754.0,100.0,11210799.0,157756.0,0.53,69.66,0.645,1417173120.0,7910.6771373140355,111.31738089980144
IND,India,18599.0,97.0,11229398.0,157853.0,0.53,69.66,0.645,1417173120.0,7923.80115140767,111.38582701879076
IND,India,15388.0,77.0,11244786.0,157930.0,0.53,69.66,0.645,1417173120.0,7934.659387273729,111.44016053592662
IND,India,17921.0,133.0,11262707.0,158063.0,0.53,69.66,0.645,1417173120.0,7947.304984164532,111.53400933825219
IND,India,22854.0,126.0,11285561.0,158189.0,0.53,69.66,0.645,1417173120.0,7963.431454302492,111.62291872992905
IND,India,23285.0,117.0,11308846.0,158306.0,0.53,69.66,0.645,1417173120.0,7979.862051010395,111.70547745077185
IND,India,24882.0,140.0,11333728.0,158446.0,0.53,69.66,0.645,1417173120.0,7997.419538976296,111.80426566374615
IND,India,25320.0,161.0,11359048.0,158607.0,0.53,69.66,0.645,1417173120.0,8015.28609292279,111.91787210866659
IND,India,26291.0,118.0,11385339.0,158725.0,0.53,69.66,0.645,1417173120.0,8033.837813689269,112.00113645960205
IND,India,24492.0,131.0,11409831.0,158856.0,0.53,69.66,0.645,1417173120.0,8051.120105919028,112.09357400174228
IND,India,28903.0,188.0,11438734.0,159044.0,0.53,69.66,0.645,1417173120.0,8071.514932487571,112.2262324591649
IND,India,35871.0,172.0,11474605.0,159216.0,0.53,69.66,0.645,1417173120.0,8096.826589541862,112.34760083510474
IND,India,39726.0,154.0,11514331.0,159370.0,0.53,69.66,0.645,1417173120.0,8124.858450603409,112.45626786937646
IND,India,40953.0,188.0,11555284.0,159558.0,0.53,69.66,0.645,1417173120.0,8153.756119788668,112.58892632679908
IND,India,43846.0,197.0,11599130.0,159755.0,0.53,69.66,0.645,1417173120.0,8184.6951768320305,112.72793545505577
IND,India,46951.0,212.0,11646081.0,159967.0,0.53,69.66,0.645,1417173120.0,8217.825215313143,112.87752903470255
IND,India,40715.0,199.0,11686796.0,160166.0,0.53,69.66,0.645,1417173120.0,8246.554944536345,113.01794942314457
IND,India,47262.0,275.0,11734058.0,160441.0,0.53,69.66,0.645,1417173120.0,8279.90443397628,113.21199769862979
IND,India,53476.0,251.0,11787534.0,160692.0,0.53,69.66,0.645,1417173120.0,8317.63870881209,113.38911085189083
IND,India,59118.0,257.0,11846652.0,160949.0,0.53,69.66,0.645,1417173120.0,8359.354148630762,113.57045778570793
IND,India,62258.0,291.0,11908910.0,161240.0,0.53,69.66,0.645,1417173120.0,8403.28526694043,113.77579614267592
IND,India,62714.0,312.0,11971624.0,161552.0,0.53,69.66,0.645,1417173120.0,8447.538152572355,113.99595273159005
IND,India,68020.0,291.0,12039644.0,161843.0,0.53,69.66,0.645,1417173120.0,8495.535111476007,114.20129108855805
IND,India,56211.0,271.0,12095855.0,162114.0,0.53,69.66,0.645,1417173120.0,8535.199284615277,114.39251684367257
IND,India,53480.0,354.0,12149335.0,162468.0,0.53,69.66,0.645,1417173120.0,8572.936381971456,114.64230989647899
IND,India,72330.0,459.0,12221665.0,162927.0,0.53,69.66,0.645,1417173120.0,8623.974606574531,114.96619410901613
IND,India,81466.0,469.0,12303131.0,163396.0,0.53,69.66,0.645,1417173120.0,8681.45946770427,115.29713462248
IND,India,89129.0,714.0,12392260.0,164110.0,0.53,69.66,0.645,1417173120.0,8744.351572234167,115.80095450864889
IND,India,93249.0,513.0,12485509.0,164623.0,0.53,69.66,0.645,1417173120.0,8810.150872745879,116.16294274619038
IND,India,103558.0,478.0,12589067.0,165101.0,0.53,69.66,0.645,1417173120.0,8883.224513882962,116.50023393048832
IND,India,96982.0,446.0,12686049.0,165547.0,0.53,69.66,0.645,1417173120.0,8951.657931530623,116.8149449518207
IND,India,115736.0,630.0,12801785.0,166177.0,0.53,69.66,0.645,1417173120.0,9033.324735936285,117.25949191020501
IND,India,126789.0,685.0,12928574.0,166862.0,0.53,69.66,0.645,1417173120.0,9122.790869756265,117.74284852368636
IND,India,131968.0,780.0,13060542.0,167642.0,0.53,69.66,0.645,1417173120.0,9215.911461826203,118.2932399959717
IND,India,145384.0,794.0,13205926.0,168436.0,0.53,69.66,0.645,1417173120.0,9318.498787219447,118.85351028955446
IND,India,152879.0,839.0,13358805.0,169275.0,0.53,69.66,0.645,1417173120.0,9426.37481015728,119.44553393730753
IND,India,168912.0,904.0,13527717.0,170179.0,0.53,69.66,0.645,1417173120.0,9545.564200370947,120.08342354108439
IND,India,161736.0,879.0,13689453.0,171058.0,0.53,69.66,0.645,1417173120.0,9659.689989039589,120.70367239254439
IND,India,184372.0,1027.0,13873825.0,172085.0,0.53,69.66,0.645,1417173120.0,9789.788420485987,121.42835449772008
IND,India,200739.0,1038.0,14074564.0,173123.0,0.53,69.66,0.645,1417173120.0,9931.435899659175,122.16079853391518
IND,India,217353.0,1185.0,14291917.0,174308.0,0.53,69.66,0.645,1417173120.0,10084.80671719204,122.99697019373328
IND,India,234692.0,1341.0,14526609.0,175649.0,0.53,69.66,0.645,1417173120.0,10250.412454901769,123.94322014800845
IND,India,261394.0,1501.0,14788003.0,177150.0,0.53,69.66,0.645,1417173120.0,10434.859927346068,125.00237091711138
IND,India,273802.0,1619.0,15061805.0,178769.0,0.53,69.66,0.645,1417173120.0,10628.062857980258,126.14478603714979
IND,India,259167.0,1761.0,15320972.0,180530.0,0.53,69.66,0.645,1417173120.0,10810.938892208173,127.38740063034783
IND,India,295158.0,2023.0,15616130.0,182553.0,0.53,69.66,0.645,1417173120.0,11019.2112591015,128.81489030782632
IND,India,314644.0,2104.0,15930774.0,184657.0,0.53,69.66,0.645,1417173120.0,11241.233533980661,130.2995360228114
IND,India,332921.0,2263.0,16263695.0,186920.0,0.53,69.66,0.645,1417173120.0,11476.152610063617,131.89637692253152
IND,India,346786.0,2624.0,16610481.0,189544.0,0.53,69.66,0.645,1417173120.0,11720.85524738149,133.7479502857068
IND,India,349691.0,2767.0,16960172.0,192311.0,0.53,69.66,0.645,1417173120.0,11967.607740118581,135.7004287521344
IND,India,352991.0,2812.0,17313163.0,195123.0,0.53,69.66,0.645,1417173120.0,12216.688812161496,137.6846605727323
